constructorResultsId,raceId,constructorId,points,status
16926,1124,210,0.0,\N
16927,1124,15,0.0,\N
16928,1124,214,0.0,\N
16929,1124,3,0.0,\N
16930,1125,9,54.0,\N
16931,1125,1,27.0,\N
16932,1125,6,31.0,\N
16933,1125,131,18.0,\N
16934,1125,117,7.0,\N
16935,1125,210,1.0,\N
16936,1125,214,0.0,\N
16937,1125,3,0.0,\N
16938,1125,15,0.0,\N
16939,1125,215,0.0,\N
16940,1126,1,28.0,\N
16941,1126,9,44.0,\N
16942,1126,6,36.0,\N
16943,1126,131,12.0,\N
16944,1126,215,12.0,\N
16945,1126,117,2.0,\N
16946,1126,214,1.0,\N
16947,1126,210,2.0,\N
16948,1126,15,0.0,\N
16949,1126,3,0.0,\N
16950,1127,9,29.0,\N
16951,1127,1,30.0,\N
16952,1127,6,25.0,\N
16953,1127,131,15.0,\N
16954,1127,117,2.0,\N
16955,1127,215,1.0,\N
16956,1127,210,0.0,\N
16957,1127,214,0.0,\N
16958,1127,15,0.0,\N
16959,1127,3,0.0,\N
16960,1128,6,40.0,\N
16961,1128,1,30.0,\N
16962,1128,131,17.0,\N
16963,1128,9,8.0,\N
16964,1128,215,4.0,\N
16965,1128,3,2.0,\N
16966,1128,214,1.0,\N
16967,1128,117,0.0,\N
16968,1128,15,0.0,\N
16969,1128,210,0.0,\N
16970,1129,9,25.0,\N
16971,1129,1,28.0,\N
16972,1129,131,28.0,\N
16973,1129,117,14.0,\N
16974,1129,215,4.0,\N
16975,1129,214,3.0,\N
16976,1129,210,0.0,\N
16977,1129,15,0.0,\N
16978,1129,6,0.0,\N
16979,1129,3,0.0,\N
16980,1130,9,29.0,\N
16981,1130,1,25.0,\N
16982,1130,131,27.0,\N
16983,1130,6,18.0,\N
16984,1130,214,3.0,\N
16985,1130,210,0.0,\N
16986,1130,117,0.0,\N
16987,1130,15,0.0,\N
16988,1130,215,0.0,\N
16989,1130,3,0.0,\N
16990,1131,131,45.0,\N
16991,1131,1,31.0,\N
16992,1131,6,21.0,\N
16993,1131,9,25.0,\N
16994,1131,210,12.0,\N
16995,1131,215,2.0,\N
16996,1131,214,1.0,\N
16997,1131,117,0.0,\N
16998,1131,3,0.0,\N
16999,1131,15,0.0,\N
17000,1132,131,25.0,\N
17001,1132,9,18.0,\N
17002,1132,1,27.0,\N
17003,1132,6,11.0,\N
17004,1132,210,8.0,\N
17005,1132,117,10.0,\N
17006,1132,3,2.0,\N
17007,1132,215,1.0,\N
17008,1132,15,0.0,\N
17009,1132,214,0.0,\N
17010,1133,1,43.0,\N
17011,1133,131,20.0,\N
17012,1133,6,20.0,\N
17013,1133,9,16.0,\N
17014,1133,215,2.0,\N
17015,1133,117,1.0,\N
17016,1133,210,0.0,\N
17017,1133,3,0.0,\N
17018,1133,15,0.0,\N
17019,1133,214,0.0,\N
17020,1134,131,25.0,\N
17021,1134,1,28.0,\N
17022,1134,6,23.0,\N
17023,1134,9,19.0,\N
17024,1134,117,4.0,\N
17025,1134,214,2.0,\N
17026,1134,215,1.0,\N
17027,1134,3,0.0,\N
17028,1134,210,0.0,\N
17029,1134,15,0.0,\N
17030,1135,1,38.0,\N
17031,1135,9,26.0,\N
17032,1135,6,25.0,\N
17033,1135,131,10.0,\N
17034,1135,214,2.0,\N
17035,1135,117,1.0,\N
17036,1135,210,0.0,\N
17037,1135,215,0.0,\N
17038,1135,3,0.0,\N
17039,1135,15,0.0,\N
17040,1136,6,37.0,\N
17041,1136,1,34.0,\N
17042,1136,131,16.0,\N
17043,1136,9,12.0,\N
17044,1136,3,2.0,\N
17045,1136,210,1.0,\N
17046,1136,117,0.0,\N
17047,1136,215,0.0,\N
17048,1136,214,0.0,\N
17049,1136,15,0.0,\N
17050,1137,1,38.0,\N
17051,1137,6,18.0,\N
17052,1137,131,17.0,\N
17053,1137,9,10.0,\N
17054,1137,117,8.0,\N
17055,1137,3,10.0,\N
17056,1137,210,1.0,\N
17057,1137,214,0.0,\N
17058,1137,215,0.0,\N
17059,1137,15,0.0,\N
17060,1138,1,40.0,\N
17061,1138,9,19.0,\N
17062,1138,131,20.0,\N
17063,1138,6,16.0,\N
17064,1138,117,4.0,\N
17065,1138,210,2.0,\N
17066,1138,3,0.0,\N
17067,1138,215,0.0,\N
17068,1138,214,0.0,\N
17069,1138,15,0.0,\N
17070,1139,6,55.0,\N
17071,1139,9,29.0,\N
17072,1139,1,28.0,\N
17073,1139,131,15.0,\N
17074,1139,210,7.0,\N
17075,1139,215,2.0,\N
17076,1139,3,1.0,\N
17077,1139,214,0.0,\N
17078,1139,117,0.0,\N
17079,1139,15,0.0,\N
17080,1140,6,41.0,\N
17081,1140,1,22.0,\N
17082,1140,131,22.0,\N
17083,1140,9,8.0,\N
17084,1140,210,8.0,\N
17085,1140,214,1.0,\N
17086,1140,117,0.0,\N
17087,1140,3,0.0,\N
17088,1140,15,0.0,\N
17089,1140,215,0.0,\N
17090,1141,9,32.0,\N
17091,1141,214,35.0,\N
17092,1141,131,16.0,\N
17093,1141,6,20.0,\N
17094,1141,1,27.0,\N
17095,1141,215,8.0,\N
17096,1141,210,0.0,\N
17097,1141,15,0.0,\N
17098,1141,117,0.0,\N
17099,1141,3,0.0,\N
17100,1142,131,43.0,\N
17101,1142,6,27.0,\N
17102,1142,9,11.0,\N
17103,1142,1,15.0,\N
17104,1142,210,4.0,\N
17105,1142,215,2.0,\N
17106,1142,117,0.0,\N
17107,1142,15,0.0,\N
17108,1142,3,0.0,\N
17109,1142,214,0.0,\N
17110,1143,9,26.0,\N
17111,1143,6,35.0,\N
17112,1143,1,32.0,\N
17113,1143,131,21.0,\N
17114,1143,214,10.0,\N
17115,1143,117,6.0,\N
17116,1143,15,4.0,\N
17117,1143,210,4.0,\N
17118,1143,215,0.0,\N
17119,1143,3,0.0,\N
17120,1144,1,26.0,\N
17121,1144,6,33.0,\N
17122,1144,131,22.0,\N
17123,1144,9,8.0,\N
17124,1144,214,6.0,\N
17125,1144,210,4.0,\N
17126,1144,117,2.0,\N
17127,1144,3,0.0,\N
17128,1144,215,0.0,\N
17129,1144,15,0.0,\N
17130,1145,1,27.0,\N
17131,1145,3,10.0,\N
17132,1145,6,5.0,\N
17133,1145,9,18.0,\N
17134,1145,15,6.0,\N
17135,1145,117,8.0,\N
17136,1145,131,27.0,\N
17137,1145,210,0.0,\N
17138,1145,214,0.0,\N
17139,1145,215,0.0,\N
17140,1146,1,43.0,\N
17141,1146,3,7.0,\N
17142,1146,6,0.0,\N
17143,1146,9,12.0,\N
17144,1146,15,0.0,\N
17145,1146,117,2.0,\N
17146,1146,131,23.0,\N
17147,1146,210,14.0,\N
17148,1146,214,0.0,\N
17149,1146,215,0.0,\N
17150,1147,1,33.0,\N
17151,1147,3,2.0,\N
17152,1147,6,18.0,\N
17153,1147,9,25.0,\N
17154,1147,15,0.0,\N
17155,1147,117,0.0,\N
17156,1147,131,18.0,\N
17157,1147,210,1.0,\N
17158,1147,214,0.0,\N
17159,1147,215,4.0,\N
17160,1148,1,40.0,\N
17161,1148,3,0.0,\N
17162,1148,6,22.0,\N
17163,1148,9,10.0,\N
17164,1148,15,0.0,\N
17165,1148,117,0.0,\N
17166,1148,131,18.0,\N
17167,1148,210,5.0,\N
17168,1148,214,6.0,\N
17169,1148,215,0.0,\N
17170,1149,1,37.0,\N
17171,1149,3,6.0,\N
17172,1149,6,21.0,\N
17173,1149,9,18.0,\N
17174,1149,15,0.0,\N
17175,1149,117,0.0,\N
17176,1149,131,18.0,\N
17177,1149,210,0.0,\N
17178,1149,214,0.0,\N
17179,1149,215,1.0,\N
17180,1150,1,43.0,\N
17181,1150,3,12.0,\N
17182,1150,6,10.0,\N
17183,1150,9,13.0,\N
17184,1150,15,0.0,\N
17185,1150,117,0.0,\N
17186,1150,131,23.0,\N
17187,1150,210,0.0,\N
17188,1150,214,0.0,\N
17189,1150,215,0.0,\N
17190,1151,1,33.0,\N
17191,1151,3,14.0,\N
17192,1151,6,20.0,\N
17193,1151,9,26.0,\N
17194,1151,15,0.0,\N
17195,1151,117,0.0,\N
17196,1151,131,6.0,\N
17197,1151,210,0.0,\N
17198,1151,214,0.0,\N
17199,1151,215,2.0,\N
17200,1152,1,40.0,\N
17201,1152,3,3.0,\N
17202,1152,6,28.0,\N
17203,1152,9,12.0,\N
17204,1152,15,0.0,\N
17205,1152,117,0.0,\N
17206,1152,131,0.0,\N
17207,1152,210,6.0,\N
17208,1152,214,0.0,\N
17209,1152,215,12.0,\N
17210,1153,1,43.0,\N
17211,1153,3,0.0,\N
17212,1153,6,23.0,\N
17213,1153,9,1.0,\N
17214,1153,15,10.0,\N
17215,1153,117,2.0,\N
17216,1153,131,12.0,\N
17217,1153,210,0.0,\N
17218,1153,214,4.0,\N
17219,1153,215,6.0,\N
17220,1154,1,12.0,\N
17221,1154,3,1.0,\N
17222,1154,6,18.0,\N
17223,1154,9,18.0,\N
17224,1154,15,4.0,\N
17225,1154,117,6.0,\N
17226,1154,131,40.0,\N
17227,1154,210,2.0,\N
17228,1154,214,0.0,\N
17229,1154,215,0.0,\N
17230,1155,1,43.0,\N
17231,1155,3,0.0,\N
17232,1155,6,27.0,\N
17233,1155,9,0.0,\N
17234,1155,15,6.0,\N
17235,1155,117,6.0,\N
17236,1155,131,10.0,\N
17237,1155,210,1.0,\N
17238,1155,214,0.0,\N
17239,1155,215,8.0,\N
17240,1156,1,43.0,\N
17241,1156,3,4.0,\N
17242,1156,6,12.0,\N
17243,1156,9,10.0,\N
17244,1156,15,15.0,\N
17245,1156,117,8.0,\N
17246,1156,131,1.0,\N
17247,1156,210,0.0,\N
17248,1156,214,8.0,\N
17249,1156,215,0.0,\N
17250,1157,1,43.0,\N
17251,1157,3,8.0,\N
17252,1157,6,21.0,\N
17253,1157,9,12.0,\N
17254,1157,15,2.0,\N
17255,1157,117,0.0,\N
17256,1157,131,10.0,\N
17257,1157,210,0.0,\N
17258,1157,214,1.0,\N
17259,1157,215,4.0,\N
17260,1158,1,43.0,\N
17261,1158,3,0.0,\N
17262,1158,6,12.0,\N
17263,1158,9,2.0,\N
17264,1158,15,8.0,\N
17265,1158,117,16.0,\N
17266,1158,131,16.0,\N
17267,1158,210,0.0,\N
17268,1158,214,0.0,\N
17269,1158,215,4.0,\N
17270,1159,1,25.0,\N
17271,1159,3,10.0,\N
17272,1159,6,0.0,\N
17273,1159,9,20.0,\N
17274,1159,15,0.0,\N
17275,1159,117,10.0,\N
17276,1159,131,12.0,\N
17277,1159,210,9.0,\N
17278,1159,214,0.0,\N
17279,1159,215,15.0,\N
17280,1160,1,33.0,\N
17281,1160,3,6.0,\N
17282,1160,6,20.0,\N
17283,1160,9,25.0,\N
17284,1160,15,4.0,\N
17285,1160,117,0.0,\N
17286,1160,131,12.0,\N
17287,1160,210,0.0,\N
17288,1160,214,0.0,\N
17289,1160,215,1.0,\N
17290,1161,1,6.0,\N
17291,1161,3,15.0,\N
17292,1161,6,6.0,\N
17293,1161,9,33.0,\N
17294,1161,15,0.0,\N
17295,1161,117,0.0,\N
17296,1161,131,30.0,\N
17297,1161,210,0.0,\N
17298,1161,214,0.0,\N
17299,1161,215,11.0,\N
17300,1162,1,27.0,\N
17301,1162,3,1.0,\N
17302,1162,6,12.0,\N
17303,1162,9,18.0,\N
17304,1162,15,0.0,\N
17305,1162,117,6.0,\N
17306,1162,131,35.0,\N
17307,1162,210,2.0,\N
17308,1162,214,0.0,\N
17309,1162,215,0.0,\N
17310,1163,1,28.0,\N
17311,1163,3,0.0,\N
17312,1163,6,27.0,\N
17313,1163,9,31.0,\N
17314,1163,15,4.0,\N
17315,1163,117,1.0,\N
17316,1163,131,8.0,\N
17317,1163,210,2.0,\N
17318,1163,214,0.0,\N
17319,1163,215,0.0,\N
17320,1164,1,35.0,\N
17321,1164,3,0.0,\N
17322,1164,6,22.0,\N
17323,1164,9,15.0,\N
17324,1164,15,1.0,\N
17325,1164,117,0.0,\N
17326,1164,131,14.0,\N
17327,1164,210,14.0,\N
17328,1164,214,0.0,\N
17329,1164,215,0.0,\N
17330,1165,1,35.0,\N
17331,1165,3,0.0,\N
17332,1165,6,0.0,\N
17333,1165,9,15.0,\N
17334,1165,15,2.0,\N
17335,1165,117,0.0,\N
17336,1165,131,30.0,\N
17337,1165,210,8.0,\N
17338,1165,214,1.0,\N
17339,1165,215,10.0,\N
17340,1166,1,0.0,\N
17341,1166,3,10.0,\N
17342,1166,6,16.0,\N
17343,1166,9,25.0,\N
17344,1166,15,6.0,\N
17345,1166,117,0.0,\N
17346,1166,131,33.0,\N
17347,1166,210,3.0,\N
17348,1166,214,0.0,\N
17349,1166,215,8.0,\N
17350,1167,1,30.0,\N
17351,1167,3,15.0,\N
17352,1167,6,4.0,\N
17353,1167,9,26.0,\N
17354,1167,15,0.0,\N
17355,1167,117,6.0,\N
17356,1167,131,18.0,\N
17357,1167,210,0.0,\N
17358,1167,214,0.0,\N
17359,1167,215,2.0,\N
